Line,Date,Time,Red,Green,Blue,Tri_X,Tri_Y,Tri_Z
2,2020-09-23,23:32:55,0,0,0,0.55677,0.522454,0.33138
3,2020-09-23,23:33:40,0,0,25,0.79604,0.389549,0.69726
4,2020-09-23,23:34:25,0,0,51,1.0272,0.965898,0.52153
5,2020-09-23,23:35:11,0,0,76,1.79038,0.91522,6.56055
6,2020-09-23,23:35:56,0,0,102,2.90331,0.90148,12.69
7,2020-09-23,23:36:42,0,0,127,3.30824,1.198228,15.53175
8,2020-09-23,23:37:27,0,0,153,4.0965,1.149093,21.04586
9,2020-09-23,23:38:13,0,0,178,4.57083,1.505581,24.26922
10,2020-09-23,23:38:58,0,0,204,5.54731,1.917737,29.21547
11,2020-09-23,23:39:43,0,0,229,6.31526,1.944293,34.24997
12,2020-09-23,23:40:29,0,0,255,7.38588,2.559718,39.31086
13,2020-09-23,23:41:14,0,25,0,1.01813,0.658253,0.49729
14,2020-09-23,23:42:00,0,25,25,0.88901,0.437776,0.01682
15,2020-09-23,23:42:45,0,25,51,0.52998,0.155059,0.89426
16,2020-09-23,23:43:31,0,25,76,2.03787,1.035041,5.65826
17,2020-09-23,23:44:16,0,25,102,2.3787,0.938628,10.55954
18,2020-09-23,23:45:01,0,25,127,3.38606,0.861078,15.93992
19,2020-09-23,23:45:47,0,25,153,4.27794,1.649292,20.67897
20,2020-09-23,23:46:32,0,25,178,4.58537,1.552108,24.59178
21,2020-09-23,23:47:18,0,25,204,5.70539,1.735013,30.33047
22,2020-09-23,23:48:03,0,25,229,6.44262,2.353837,33.40545
23,2020-09-23,23:48:48,0,25,255,7.1411,2.34066,38.49886
24,2020-09-23,23:49:34,0,51,0,1.08502,0.646975,0.54763
25,2020-09-23,23:50:19,0,51,25,0.84248,0.249526,0.75219
26,2020-09-23,23:51:05,0,51,51,0.7857,0.310917,1.22953
27,2020-09-23,23:51:50,0,51,76,1.64008,0.621255,6.17387
28,2020-09-23,23:52:36,0,51,102,2.70747,1.126815,11.02059
29,2020-09-23,23:53:21,0,51,127,3.16653,1.095539,14.90848
30,2020-09-23,23:54:07,0,51,153,4.38229,1.963754,21.26829
31,2020-09-23,23:54:52,0,51,178,5.83107,2.82388,27.29566
32,2020-09-23,23:55:37,0,51,204,6.52233,3.115752,31.01076
33,2020-09-23,23:56:23,0,51,229,6.99707,3.480591,35.16032
34,2020-09-23,23:57:08,0,51,255,7.68902,3.277963,39.43827
35,2020-09-23,23:57:54,0,76,0,1.47083,4.011137,1.46338
36,2020-09-23,23:58:39,0,76,25,1.67314,4.25675,1.16528
37,2020-09-23,23:59:25,0,76,51,2.36872,4.362272,5.81271
38,2020-09-24,00:00:10,0,76,76,2.86886,3.95172,10.63071
39,2020-09-24,00:00:55,0,76,102,3.96873,4.961947,14.41973
40,2020-09-24,00:01:41,0,76,127,4.96631,5.029415,19.76541
41,2020-09-24,00:02:26,0,76,153,5.16482,5.276657,22.52114
42,2020-09-24,00:03:12,0,76,178,6.11718,5.47268,27.42016
43,2020-09-24,00:03:57,0,76,204,7.05556,5.588227,32.64423
44,2020-09-24,00:04:43,0,76,229,7.35554,6.073787,35.47584
45,2020-09-24,00:05:28,0,76,255,7.93954,5.992332,41.01034
46,2020-09-24,00:06:13,0,102,0,2.06895,7.03801,1.40815
47,2020-09-24,00:06:59,0,102,25,1.58917,6.437972,1.82756
48,2020-09-24,00:07:44,0,102,51,2.75009,7.065394,6.14434
49,2020-09-24,00:08:30,0,102,76,3.4153,7.472124,10.08307
50,2020-09-24,00:09:15,0,102,102,4.15332,7.400988,14.7518
51,2020-09-24,00:10:00,0,102,127,4.93576,7.774319,19.67815
52,2020-09-24,00:10:46,0,102,153,5.34033,7.572134,23.51467
53,2020-09-24,00:11:31,0,102,178,6.15249,7.977841,28.02839
54,2020-09-24,00:12:17,0,102,204,7.16708,8.148882,33.19474
55,2020-09-24,00:13:02,0,102,229,7.70807,8.274939,36.05017
56,2020-09-24,00:13:48,0,102,255,8.48456,8.702993,40.21436
57,2020-09-24,00:14:33,0,127,0,2.10121,9.199687,0.7522
58,2020-09-24,00:15:18,0,127,25,1.93746,9.212144,1.36498
59,2020-09-24,00:16:04,0,127,51,2.90764,9.409076,6.72813
60,2020-09-24,00:16:49,0,127,76,3.68125,9.859941,10.94138
61,2020-09-24,00:17:35,0,127,102,4.47053,9.859939,15.81319
62,2020-09-24,00:18:20,0,127,127,4.93729,10.07697,18.74422
63,2020-09-24,00:19:06,0,127,153,5.89471,10.24851,24.18941
64,2020-09-24,00:19:51,0,127,178,6.65647,10.26486,28.05668
65,2020-09-24,00:20:36,0,127,204,6.91739,10.30722,32.20139
66,2020-09-24,00:21:22,0,127,229,7.6044,10.80039,36.30404
67,2020-09-24,00:22:07,0,127,255,8.59894,10.98505,40.77382
68,2020-09-24,00:22:53,0,153,0,2.32324,11.71071,2.64894
69,2020-09-24,00:23:38,0,153,25,2.07599,11.34929,2.87658
70,2020-09-24,00:24:24,0,153,51,3.2333,11.76475,7.64949
71,2020-09-24,00:25:09,0,153,76,3.90845,12.12644,11.36539
72,2020-09-24,00:25:54,0,153,102,4.53973,12.40388,15.23804
73,2020-09-24,00:26:40,0,153,127,5.39322,12.27733,20.19406
74,2020-09-24,00:27:25,0,153,153,5.74121,12.60663,24.87368
75,2020-09-24,00:28:11,0,153,178,7.60064,14.10964,28.63221
76,2020-09-24,00:28:56,0,153,204,7.14971,12.948,33.45437
77,2020-09-24,00:29:42,0,153,229,8.2599,13.41585,36.55115
78,2020-09-24,00:30:27,0,153,255,8.51806,13.52064,39.92167
79,2020-09-24,00:31:12,0,178,0,2.3094,13.69401,2.34081
80,2020-09-24,00:31:58,0,178,25,2.26933,13.70433,2.3071
81,2020-09-24,00:32:43,0,178,51,3.31464,14.11217,6.98611
82,2020-09-24,00:33:29,0,178,76,4.15041,14.54964,11.43866
83,2020-09-24,00:34:14,0,178,102,4.69818,14.62132,15.79371
84,2020-09-24,00:34:59,0,178,127,5.30316,14.61625,19.88286
85,2020-09-24,00:35:45,0,178,153,6.24826,15.07035,24.75193
86,2020-09-24,00:36:30,0,178,178,6.25726,15.005,26.80226
87,2020-09-24,00:37:16,0,178,204,7.43313,15.36837,33.0193
88,2020-09-24,00:38:01,0,178,229,9.58363,15.79922,41.917
89,2020-09-24,00:38:47,0,178,255,9.08233,15.70381,42.15427
90,2020-09-24,00:39:32,0,204,0,2.72663,16.16143,2.94363
91,2020-09-24,00:40:18,0,204,25,2.69246,16.10023,3.17076
92,2020-09-24,00:41:03,0,204,51,3.7907,16.28982,9.49896
93,2020-09-24,00:41:48,0,204,76,4.05441,16.26192,11.65982
94,2020-09-24,00:42:34,0,204,102,4.84438,16.86718,15.64149
95,2020-09-24,00:43:19,0,204,127,5.49958,16.85096,20.26002
96,2020-09-24,00:44:05,0,204,153,6.44304,17.0074,25.17487
97,2020-09-24,00:44:50,0,204,178,6.77877,17.32285,29.51976
98,2020-09-24,00:45:35,0,204,204,8.07692,18.12543,33.23577
99,2020-09-24,00:46:21,0,204,229,8.06848,17.53201,37.18523
100,2020-09-24,00:47:06,0,204,255,9.18293,17.65755,42.8456
101,2020-09-24,00:47:52,0,229,0,2.25651,17.58625,2.99263
102,2020-09-24,00:48:37,0,229,25,3.06103,18.60415,2.43597
103,2020-09-24,00:49:23,0,229,51,3.77565,18.63717,7.89475
104,2020-09-24,00:50:08,0,229,76,4.75313,19.371,11.77782
105,2020-09-24,00:50:54,0,229,102,5.09326,19.17097,15.9789
106,2020-09-24,00:51:39,0,229,127,6.1107,19.82368,20.86139
107,2020-09-24,00:52:24,0,229,153,6.70485,19.37095,25.84566
108,2020-09-24,00:53:10,0,229,178,7.11918,19.70294,29.15038
109,2020-09-24,00:53:55,0,229,204,8.13757,19.70022,33.09852
110,2020-09-24,00:54:41,0,229,229,8.56053,20.19785,37.60162
111,2020-09-24,00:55:26,0,229,255,9.19938,20.2316,41.15859
112,2020-09-24,00:56:12,0,255,0,2.78013,20.36756,2.41196
113,2020-09-24,00:56:57,0,255,25,2.82257,20.76033,3.13319
114,2020-09-24,00:57:42,0,255,51,3.70226,20.75091,8.17599
115,2020-09-24,00:58:28,0,255,76,4.51374,20.948,13.42167
116,2020-09-24,00:59:13,0,255,102,5.22192,21.02254,17.43165
117,2020-09-24,00:59:59,0,255,127,5.68699,21.39945,21.46303
118,2020-09-24,01:00:44,0,255,153,7.0045,21.50444,27.31151
119,2020-09-24,01:01:30,0,255,178,7.24465,21.57819,29.85949
120,2020-09-24,01:02:15,0,255,204,8.20012,21.89408,34.19682
121,2020-09-24,01:03:00,0,255,229,8.8504,22.1749,38.50749
122,2020-09-24,01:03:46,0,255,255,9.61994,22.75331,42.18773
123,2020-09-24,01:04:31,25,0,0,1.67939,0.926915,0.44588
124,2020-09-24,01:05:17,25,0,25,2.06783,1.013082,0.26553
125,2020-09-24,01:06:02,25,0,51,2.63681,1.128072,5.25168
126,2020-09-24,01:06:48,25,0,76,3.65863,1.661524,9.45593
127,2020-09-24,01:07:33,25,0,102,3.83692,1.520564,14.02879
128,2020-09-24,01:08:18,25,0,127,4.7145,1.918853,18.05219
129,2020-09-24,01:09:04,25,0,153,5.58498,2.088794,22.58682
130,2020-09-24,01:09:49,25,0,178,6.15793,2.218317,27.40782
131,2020-09-24,01:10:35,25,0,204,7.27184,2.611679,30.10082
132,2020-09-24,01:11:20,25,0,229,7.57781,2.60466,35.40969
133,2020-09-24,01:12:06,25,0,255,8.12716,2.584194,39.22219
134,2020-09-24,01:12:51,51,0,0,5.24988,2.681523,0.57983
135,2020-09-24,01:13:36,51,0,25,4.96384,2.094066,1.07123
136,2020-09-24,01:14:22,51,0,51,5.862,2.692741,5.05459
137,2020-09-24,01:15:07,51,0,76,6.25485,2.612974,8.84168
138,2020-09-24,01:15:53,51,0,102,7.13711,2.784781,13.61442
139,2020-09-24,01:16:38,51,0,127,8.05108,3.067822,18.50356
140,2020-09-24,01:17:24,51,0,153,9.07719,3.339239,23.59053
141,2020-09-24,01:18:09,51,0,178,9.75497,3.585195,27.16535
142,2020-09-24,01:18:54,51,0,204,10.20738,3.761683,31.67075
143,2020-09-24,01:19:40,51,0,229,11.07203,3.741883,36.13051
144,2020-09-24,01:20:25,51,0,255,11.56892,4.494775,39.4211
145,2020-09-24,01:21:11,76,0,0,10.21699,4.553106,0.44094
146,2020-09-24,01:21:56,76,0,25,9.90387,3.898827,0.52707
147,2020-09-24,01:22:42,76,0,51,10.67375,4.609946,4.81249
148,2020-09-24,01:23:27,76,0,76,11.35132,4.755988,8.71797
149,2020-09-24,01:24:13,76,0,102,11.91326,4.427783,14.10427
150,2020-09-24,01:24:58,76,0,127,12.89329,4.849947,19.26947
151,2020-09-24,01:25:44,76,0,153,13.56115,5.178366,22.88548
152,2020-09-24,01:26:29,76,0,178,14.45288,5.569994,27.37587
153,2020-09-24,01:27:14,76,0,204,15.15802,6.043488,30.3896
154,2020-09-24,01:28:00,76,0,229,15.83601,5.868834,35.44496
155,2020-09-24,01:28:45,76,0,255,16.35901,6.334065,38.92581
156,2020-09-24,01:29:31,102,0,0,14.914,6.414938,0.14885
157,2020-09-24,01:30:16,102,0,25,14.58635,5.898083,0.19607
158,2020-09-24,01:31:02,102,0,51,16.02307,6.792645,5.76115
159,2020-09-24,01:31:47,102,0,76,16.47066,6.864402,10.19413
160,2020-09-24,01:32:32,102,0,102,17.05859,6.610025,14.33532
161,2020-09-24,01:33:18,102,0,127,17.82929,6.877045,18.42399
162,2020-09-24,01:34:03,102,0,153,18.32915,7.430751,22.21329
163,2020-09-24,01:34:49,102,0,178,19.0205,7.256858,26.94315
164,2020-09-24,01:35:34,102,0,204,19.87096,7.636884,30.97326
165,2020-09-24,01:36:20,102,0,229,20.08035,7.669834,34.4896
166,2020-09-24,01:37:05,102,0,255,20.99981,8.004782,39.84908
167,2020-09-24,01:37:51,127,0,0,19.33178,7.935113,0.48887
168,2020-09-24,01:38:36,127,0,25,18.98153,7.867039,0.71073
169,2020-09-24,01:39:21,127,0,51,19.87115,8.558785,4.18432
170,2020-09-24,01:40:07,127,0,76,20.6565,8.171724,9.22401
171,2020-09-24,01:40:52,127,0,102,21.58197,8.671998,14.58777
172,2020-09-24,01:41:38,127,0,127,21.93355,8.720135,18.47336
173,2020-09-24,01:42:23,127,0,153,22.41998,8.683773,22.0675
174,2020-09-24,01:43:09,127,0,178,23.15176,9.069699,26.43596
175,2020-09-24,01:43:54,127,0,204,23.94777,9.157439,31.4978
176,2020-09-24,01:44:39,127,0,229,25.04647,9.522332,35.78207
177,2020-09-24,01:45:25,127,0,255,25.28439,9.926609,39.96491
178,2020-09-24,01:46:10,157,0,0,24.84335,10.43363,0.13988
179,2020-09-24,01:46:56,157,0,25,24.79017,10.29145,0.73317
180,2020-09-24,01:47:41,157,0,51,25.27038,10.40886,4.65682
181,2020-09-24,01:48:27,157,0,76,25.98323,10.64571,9.33638
182,2020-09-24,01:49:12,157,0,102,26.78868,10.79858,13.97265
183,2020-09-24,01:49:57,157,0,127,27.15937,10.77356,17.73286
184,2020-09-24,01:50:43,157,0,153,28.08912,11.16456,21.89485
185,2020-09-24,01:51:28,157,0,178,28.43148,11.29916,27.19589
186,2020-09-24,01:52:14,157,0,204,29.88046,11.64553,31.22976
187,2020-09-24,01:52:59,157,0,229,29.9147,11.62447,34.94712
188,2020-09-24,01:53:45,157,0,255,30.42265,12.33508,39.48114
189,2020-09-24,01:54:30,178,0,0,28.39845,11.68154,0.37618
190,2020-09-24,01:55:15,178,0,25,27.2609,10.04532,0.38697
191,2020-09-24,01:56:01,178,0,51,28.61535,11.64631,5.03078
192,2020-09-24,01:56:46,178,0,76,29.77953,11.8706,10.1108
193,2020-09-24,01:57:32,178,0,102,30.14095,12.41794,13.90778
194,2020-09-24,01:58:17,178,0,127,30.76209,12.22212,18.68464
195,2020-09-24,01:59:03,178,0,153,31.02125,12.3273,22.13437
196,2020-09-24,01:59:48,178,0,178,32.38721,12.81043,27.59039
197,2020-09-24,02:00:33,178,0,204,33.24582,13.15048,31.84278
198,2020-09-24,02:01:19,178,0,229,33.88299,13.43195,36.02238
199,2020-09-24,02:02:04,178,0,255,34.01713,13.11243,39.08514
200,2020-09-24,02:02:50,204,0,0,32.50722,13.42768,0.61702
201,2020-09-24,02:03:35,204,0,25,32.37648,13.32362,0.06804
202,2020-09-24,02:04:21,204,0,51,32.9705,13.32049,5.33173
203,2020-09-24,02:05:06,204,0,76,33.81983,13.84911,9.186
204,2020-09-24,02:05:52,204,0,102,34.43399,13.84245,14.31594
205,2020-09-24,02:06:37,204,0,127,34.93801,13.98033,18.61749
206,2020-09-24,02:07:22,204,0,153,36.07481,14.30809,23.53955
207,2020-09-24,02:08:08,204,0,178,36.67033,14.53744,26.46907
208,2020-09-24,02:08:53,204,0,204,37.56474,14.95365,30.9741
209,2020-09-24,02:09:39,204,0,229,37.8289,14.68287,36.36651
210,2020-09-24,02:10:24,204,0,255,38.87081,15.1592,39.77834
211,2020-09-24,02:11:10,229,0,0,36.49822,15.22459,0.10614
212,2020-09-24,02:11:55,229,0,25,36.85414,15.17354,1.0564
213,2020-09-24,02:12:40,229,0,51,37.37702,15.24739,5.14799
214,2020-09-24,02:13:26,229,0,76,38.13268,15.76029,9.15306
215,2020-09-24,02:14:11,229,0,102,38.22935,15.59977,9.99949
216,2020-09-24,02:14:57,229,0,127,38.31324,15.28819,9.56053
217,2020-09-24,02:15:42,229,0,153,37.81524,15.18279,9.25639
218,2020-09-24,02:16:28,229,0,178,38.43642,15.34292,10.239
219,2020-09-24,02:17:13,229,0,204,38.35786,15.65182,9.28546
